id,text
984647379570839552,"RT @DVS_BSTRD: @SpecShell_Ed @nowthisnews Sweet.. Then you're aware of more than 12,000 homes that still need lead leached pipes replaced a‚Ä¶"
984646006737461249,"Falling out of a tree: 1,413 people

Being crushed by a television 
(yeah, it happens to the best of us): 41 people‚Ä¶ https://t.co/paZtQcDjwK"
984645980095213569,wow just found out there's a 30% chance my tap water has brain-damaging amounts of lead. thanks chicago
984645855969005568,am i boujee bc i won't drink tap water
984645791082995712,"Wow... who knew?   
Don't Buy Expensive Filters! The Cheapest way to clean up your tap water of fluoride, aluminum,‚Ä¶ https://t.co/PKBKupSVhp"
984645686661734400,RT @MetropolitanREG: #lead found in #Chicago tap #water https://t.co/VuvsPF7mNZ https://t.co/ETVT5OUUu0
984645382364848128,RT @jsphdeal: please don't come to me with stories about people i don't care about. that's not tea it's tap water and i'm not drinking it t‚Ä¶
984645098943205376,RT @acadianathrifty: Steph Curry has teamed up with @BritaUSA to help filter bottled water out of our schools for water that is better for‚Ä¶
984645036594880513,This Filipino tap water got me tripping......
984644817190834177,RT @rethelangel: your wcw buys fiji water and fills up the bottle with tap water when she done wid it
984644583341641729,#lead found in #Chicago tap #water https://t.co/VuvsPF7mNZ https://t.co/ETVT5OUUu0
984644360569589761,"Other honorable mentions include:

Lightning strikes: 38 people
Drinking tap water: 43 people
Lawnmowers: 951 peopl‚Ä¶ https://t.co/AV7RlFfVEC"
984644050891542529,"RT @ashtonbirdie: Boycott David Hogg's Sponsors!

CNN
My Little Pony
Tide Pods
Huggies
Tampax Sport
Tap Water
Some state college in Florida‚Ä¶"
984644037620662277,Brain-damaging lead found in tap water in hundreds of homes tested across #Chicago - but @chicagosmayor has done no‚Ä¶ https://t.co/U8Ap3Yp8XT
984643928921079809,"RT @fukushimaexpos2: NRA's data shows contamination level in Tokyo tap water higher than #Fukushima by 24%.
https://t.co/rFwEK9EAyg https:/‚Ä¶"
984643815410675713,"RT @NoHomoImGay: Wake up ‚úÖ

Throw up for no reason ‚úÖ

Finish glass of 3 day old stale tap water ‚úÖ

Scratch balls and sniff to see if I need‚Ä¶"
984643688189124608,"RT @DrHubaEvaluator: Lead found in hundreds of Chicago homes' tap water, report says https://t.co/uahqivK2nk"
984643320319066114,"Brain-damaging lead found in tap water in hundreds of homes tested across Chicago, results show. https://t.co/LQT29by5cw"
984643109177917440,"Lead found in hundreds of Chicago homes' tap water, report says https://t.co/uahqivK2nk"
984642860556353536,"RT @craignewman: Brain-damaging lead found in tap water in hundreds of homes tested across Chicago, results show https://t.co/BEa4mXW4Fc"
984642410792833025,your wcw buys fiji water and fills up the bottle with tap water when she done wid it
984642402811080704,"Brain-damaging lead found in tap water in hundreds of homes tested across Chicago, results show https://t.co/BEa4mXW4Fc"
984641952585936896,"RT @EWilliamsArtist: It's a nice idea but I still think reusing water bottles by filling, chilling and then drinking chilled potable tap wa‚Ä¶"
984641888887156736,Brain-damaging lead found in tap water in hundreds of homes tested across Chicago #awareness  https://t.co/lykOEf0cHL
984641168423219200,@Manabanana420 @PurestKanadajin @ArtoftheElderly @AnalSparkles I warned you about tap water damnit. Gotta get the mineral free kind.
984641045303410689,sometimes my tap water tastes like little house on the prairie. not sure if it's lead or what
984640467701829632,"@Nuriyahhhhh I don't know bro. Right after I asked her her name, I asked where she liked her tap water from. She sa‚Ä¶ https://t.co/xm0CRxi8Ny"
984640137429770240,RT @EOCPBCY: Why does some tap water taste weird? | Australia news | The Guardian https://t.co/0JLZWdnsme https://t.co/AtwExsaVAJ
984639993548279808,"Lead found in hundreds of Chicago homes' tap water, report says - CNN https://t.co/OHjyTwBFKv"
984639925952823296,"Twenty four hours later, things poured into tap water are beginning to wither. It is effective for all living thing‚Ä¶ https://t.co/5i32zab5Y5"
984639553976852480,"RT @fklonsky: Brain-damaging lead found in tap water in hundreds of homes tested across Chicago, results show https://t.co/7pEC1LBQby"
984639509626171392,"@wildberryblend @dickinsoup @umillko girl you ain't never lived in the ghetto, you ever had tap water? That shit tastes like Dasani"
984639422313316360,"and the dandelion and the flower of the field were observed by the same number and watched. Surprisingly, about an‚Ä¶ https://t.co/APNldKI1EX"
984639162987917312,@chrrycxla @dickinsoup @umillko no no no Arrowhead is literal bottled tap water. because WATER SHOULDN'T TASTE AND THAT SHIT TASTES
984638896309858305,@wildberryblend @dickinsoup @umillko Dasani tastes like tap water babe tf
984638832749563904,Black Man / Black Women if you are still drinking Tap Water. Stop right now and begin to drink Spring Water. Master‚Ä¶ https://t.co/t8fEU2gkza
984638728370098176,RT @VeganYackAttack: Videos like this give me hope! Here @StephenCurry30 talks about how @BritaUSA is helping schools across the country re‚Ä¶
984637908329037825,Shout out to the folks in #Flint who blockaded I-69 today after the Michigan state government announced they will n‚Ä¶ https://t.co/rpEDxV3vBz
984637890654334976,¸æôÜîº¸æåÜÑº¸æôÜàº¸æôÜîº¸æç∂àº¸æå∂Ñº I'm a country girl ‚Äî I was raised drinking tap water. I do not believe in buying bottled water. I like my water o‚Ä¶ https://t.co/s5TbsmHQZI
984637738526928897,RT @scribeguy: Why does brain-damaging lead keep showing up in Chicago tap water? City required lead service lines until Congress outlawed‚Ä¶
984637658348572672,RT @chicagotribune: Brain-damaging lead was found in tap water at two-thirds of the homes tested across Chicago ‚Äî yet the city's not replac‚Ä¶
984636960974233600,"Brain-damaging lead found in tap water in hundreds of homes tested across Chicago, results show https://t.co/A81wAoF7Vv"
984636953172807681,"@brad_tauber720 ""Omg just drink from the faucet... Chicago has like the cleanest tap water in the US..."""
984636489672937472,"Lead is in every pipe in every city in the US. Flint was just the beginning

Lead found in tap water in hundreds of‚Ä¶ https://t.co/Ec578SdV1c"
984636425244172289,"RT @Nina_Metz: Scary: ""Brain-damaging lead found in tap water in hundreds of homes tested across Chicago"" https://t.co/uHpIC7PLQv"
984636225536577536,"Brain-damaging lead found in tap water in hundreds of homes tested across Chicago, results show https://t.co/gSQvBAUHUH"
984636224014036992,"Lead found in hundreds of #Chicago homes' tap water, report says - CNN  https://t.co/68Th5cXwOv"
984635452094234624,RT @sarasik0ra: My self worth does not allow me to drink tap water.
984635335694082048,RT @D4thewin: @BillieRich17 @NastyWmnAction @lxrosen @NestleUSA @onetoughnerd @LtGovCalley Water WILL be the next war front. In the next 50‚Ä¶
984634739003936768,"Brain-damaging lead found in tap water in hundreds of homes tested across Chicago, results show https://t.co/eeQbuYfJRf"
984634416260579329,"RT @Carolyny1948: Lead found in hundreds of Chicago homes' tap water, report says  via KTVZ https://t.co/R8IDg7CWIy"
984634403350503424,@BillieRich17 @NastyWmnAction @lxrosen @NestleUSA @onetoughnerd @LtGovCalley Water WILL be the next war front. In t‚Ä¶ https://t.co/jFiJYdngvN
984633409677996034,"Brain-damaging lead found in tap water in hundreds of homes tested across Chicago, results show‚Ä¶ https://t.co/rr9Wu1V9fM"
984632867157229568,"RT @zachhaller: Brain-damaging lead found in tap water in hundreds of homes tested across Chicago, results show https://t.co/91zi3Ny1UL"
984632584457129984,They expected me to drink plain project tap water? Ì†ΩÌ∏í Man dem moving like Moby... https://t.co/XJy1LZ0lLn
984630588031172608,"RT @HfxAdventure: Unless it's an emergency, please stop drinking bottled water. 

It's really just tap water...buy a refillable container..‚Ä¶"
984630443986206720,@twin_rova Gatorade does water. Tap this ad by now.
984630249110450177,"Lead found in hundreds of Chicago homes' tap water, report says  via KTVZ https://t.co/R8IDg7CWIy"
984630189123620864,"RT @Silicylo: Psychiatric evaluation.
Me: Oga If you come into a room and see a tap open and water pouring and wasting, what would you do?‚Ä¶"
984629040026812416,"RT @watergrlJD: @jfleck His tormentors lifted his head from the tub. Sputtering, @jfleck strained against his bonds. Were those tears in hi‚Ä¶"
984628797679874048,RT @Kuzlalala: You can't drink tap water in Indonesia
984628771000143873,"RT mercola ""Watch: This video explains why you should avoid airplane tap water at all costs. https://t.co/UoQCtN183w"""
984628703433932802,You can't drink tap water in Indonesia
984628650317361152,Chrome RO Reverse Osmosis Kitchen Sink Drinking Water Filter Faucet Tap¬†1/4‚Äù https://t.co/Ubdi9wZTDF https://t.co/YiJsq1yFIJ
984628502392602626,The @Dbacks  show how #business #water reduction efforts can start with simply adding #FlowRestrictors to onsite ta‚Ä¶ https://t.co/e6KEmGVx8a
984628435506122752,Chrome Drinking Water Filter Faucet Reverse Osmosis System Sink Kitchen Tap¬†BA https://t.co/IxEfBHWXJa https://t.co/nopjfAvJxU
984628401712648192,"#health news courtesy of @CNN- Lead found in hundreds of Chicago homes' tap water, report says‚Ä¶ https://t.co/uRdgJI8qw5"
984628131834269696,"@JillMakesStuff Cold eggs can crack from the temp difference, but a sit in neutral tap water while you prep fixes that"
984627928729378816,I've been throwing off the balance of shit inside my body because I've been cleaning up with regular tap water and‚Ä¶ https://t.co/Bmf6MClEp9
984627608406188032,@Moristico Ì†ΩÌ∏≠Ì†ΩÌ∏≠ never in a million years will I drink anymore tap water. Only filtered from my fridge
984627347713294336,Watch: This video explains why you should avoid airplane tap water at all costs. https://t.co/kGvtmECUMU
984627245883863040,ICYMI: What makes water taste good? Why does some tap water taste weird? Lecturer Ian Wright fills us in as NSW/ACT‚Ä¶ https://t.co/TKbOlj0KfM
984626945529806853,Water restored #Claremont - Please run your tap until water is clear to remove sediment &amp; cloudiness
984626525428420608,"Lead found in hundreds of Chicago homes' tap water, report says https://t.co/ZBY4ZC9N0N"
984626009482977280,"Brain-damaging lead found in tap water in hundreds of homes tested across Chicago, results show https://t.co/7pEC1LBQby"
984625987756306432,ur mcm the kinda bloke to say he drinks Fiji water every day but he's just been refilling the bottle with tap water for the past 8 months
984625978357026816,"You can't tell me all water tastes the same. 

Have you ever put tap into a water bottle and tried it at a warmer t‚Ä¶ https://t.co/nxP2W2vBIc"
984625669639409664,RT @NFSAorg: #CharlevoixMI is taking the uncommon step to waive any fees for properties to tap into the city's water line when installing a‚Ä¶
984625614312402944,are you sure they didn't test our tap water ¸æôÜîº¸æåÜÑº¸æôÜàº¸æôÜîº¸æéÜàº¸æçÜÑº https://t.co/0TsCl06AJf
984625561841688576,@CNN Sooooo what I gathered from this article is that the vast majority of tap water had levels within the EPA's ac‚Ä¶ https://t.co/HBCNEAtbgv
984625484750249985,"@chrishire_cat Not gonna lie, it's kinda weird to use just make sure you follow the instructions and be sure to not‚Ä¶ https://t.co/uG0pPCc74d"
984625432967262210,bra.... u drinking .. t.. t.. t.. tap... water? https://t.co/iypAWwJOyA
984625142151221248,RT @DOLPHINSDAUGHTR: We don't drink tap water. https://t.co/kZs7QZKZQF
984624163754299396,@Moristico Please. Bottled water tastes so much better than tap and from my fridge. And I'm broke so I will take the free water
984623696957530112,Dangerous lead levels found in hundreds of Chicago homes that were tested - WGN-TV: WGN-TV Dangerous lead levels fo‚Ä¶ https://t.co/f2QsDee16T
984623677802254338,"RT @KrisKennedy: ""[L]ead was found in water drawn from nearly 70 percent of the 2,797 homes tested during the past two years. Tap water in‚Ä¶"
984623368203882496,"Brain-damaging lead found in tap water in hundreds of homes tested across Chicago, results show https://t.co/7gcYVJeDyY"
984623252235538432,"RT @brady_dennis: Brain-damaging lead found in tap water in hundreds of homes tested across Chicago, results show: https://t.co/strfVvHgGE"
984623140579020802,"RT @WestSuburbILDSA: Brain-damaging lead found in tap water in hundreds of homes tested across Chicago, results show  https://t.co/wFzsSe7m‚Ä¶"
984623019627896833,RT @katchicago: We map the city's lead testing data for you because Chicago does not. Enter an address and see results of nearby tap water‚Ä¶
984622771530584066,Allow those women to have free sterilization.....that way a pregnancy never happens. Their choice. Children do Not‚Ä¶ https://t.co/AnRJmNYbtS
984622656120082435,Seeing the movie Erin Brockovich plus the Flint stuff drinking tap water scares me.
984622562419261441,Im paying well over rm30 for one dish and you have the audacity to charge me rm2 for tap water?????
984622459017101312,"Brain-damaging lead found in tap water in hundreds of homes tested across Chicago, results show https://t.co/joLItIvjTU"
984621982846193664,From Major to Minor Plumbing Repairs https://t.co/7zyMcfSGxL No matter how beautiful and well furnished your house‚Ä¶ https://t.co/bnTN0SB9SR
984621877606797312,"RT @prisonculture: Brain-damaging lead found in tap water in hundreds of homes tested across Chicago, results show https://t.co/kLI2O5OOxX"
984621389767258112,Lead found in tap water in hundreds of homes tested across Chicago https://t.co/e7JB4YieyF
984621345051938817,"RT @BruceDold: Brain-damaging lead found in tap water in hundreds of homes tested across Chicago, results show https://t.co/PPNFajz996"
984621242245353472,"Brain-damaging lead found in tap water in hundreds of homes tested across Chicago, results show https://t.co/MKNkF0XB82"
984621003127963648,"RT @hdagres: Iran's Esfahan province has seen a second day of street protests against water shortages, as lawmakers warn that millions of r‚Ä¶"
984619565878521858,RT @GarrettLanza: Your mcm thinks putting ice in his cup of tap water makes it clean
984619497574281216,"Lead found in hundreds of Chicago homes' tap water, report says https://t.co/ooOUD9wzg6 https://t.co/6m4IdS6xP1"
984619327604183040,Water restored #Branxholm - Please run your tap until water is clear to remove sediment &amp; cloudiness
984619244808802305,"Brain-damaging lead found in tap water in hundreds of homes tested across Chicago, results show https://t.co/szx4A5DafT"
984618953833111552,This is why I don't drink tap water! After the crypto spiridium  scare of 1993 here in Milwaukee WI where many elde‚Ä¶ https://t.co/pZudi3wYfd
984618947159973888,RT @Fullmetalpenny: Question for horror movie fans.  If you fill up a bath tub with TAP water and then pour in 2 cantins of HOLY water does‚Ä¶
984618899651121152,"Brain-damaging lead found in tap water in hundreds of homes tested across Chicago, results show https://t.co/wskvg174h0"
984618790712311810,Videos like this give me hope! Here @StephenCurry30 talks about how @BritaUSA is helping schools across the country‚Ä¶ https://t.co/TGESJPqlDj
984618665889775616,"RT @WashingtonSund3: Picture explains current scenario of Tamil Nadu. #GoBackModi We want water from tap, not air :-( https://t.co/qO6eXrDR‚Ä¶"
984618087998771200,Question for horror movie fans.  If you fill up a bath tub with TAP water and then pour in 2 cantins of HOLY water‚Ä¶ https://t.co/dRK7chpZ2p
984617900043653120,@Machaizelli Have you been drinking the tap water lately? I hear it has great affects on what can happen to you.
984617773883064320,"Lead found in hundreds of Chicago homes' tap water, report says https://t.co/cZp9ZU7j2Z @EboniKWilliams tell me what you think:"
984617566248292352,@Kirinodere @waifuwarrior What about the metallic taste from tap water?
984617465920573442,Why I don't drink tap water https://t.co/OOqCqoTjqd
984617347439788032,"@Carloumanati Amen brother. 

https://t.co/QDKatmKupg"
984616949840859137,"@nowthisnews Time for that whole ""fighting tyranny"" thing anytime now #2A folks. Or is this not the tyranny you all‚Ä¶ https://t.co/Df9fx8nKih"
984616810401206272,"I asked for tap water at a hookah bar and he's like ""we don't have tap water"".... boi what goes in the damn hookah then tryna play me"
984616723746906112,The only thing I hate more than communism is tap water sympathizers.
984616691941470208,"Brain-damaging lead found in tap water in hundreds of homes tested across Chicago, results show https://t.co/BRpM7Zo0iH"
984616269218365440,"RT @ktanimara: https://t.co/mhlLKYp9jc
""Before..Earthquake..secure items..could..cause injuries..Practice..‚ÄúDrop, Cover..Hold On!‚Äù..Store c‚Ä¶"
984615941450485765,Still buying plastic bottles of water? You might want to rethink your choices after reading how much plastic is fou‚Ä¶ https://t.co/NodX1Xtrmd
984615558204157953,@Kirinodere Indeed. Since there is a significant difference in taste between LA tap water and natural spring water.
984615366520287232,"Lead found in hundreds of Chicago homes' tap water, report says: An analysis from the Chicago‚Ä¶‚Ä¶ https://t.co/x2nkYsuiSm"
984615005180973056,"Lead found in hundreds of Chicago homes' tap water, report says https://t.co/H34bsZGrC1"
984614729573388289,Discount EXPRESS - 15% Discount !!  Ì†ΩÌ±¢ Self-Powered #water #Ozone #Generator #Ozonizer #Household #Faucet #Tap #O3‚Ä¶ https://t.co/bf3kuBx5gs
984614693934452737,"@SpecShell_Ed @nowthisnews Sweet.. Then you're aware of more than 12,000 homes that still need lead leached pipes r‚Ä¶ https://t.co/R5QIxKEzOP"
984614197945360390,"Brain-damaging lead found in tap water in hundreds of homes tested across Chicago, results show https://t.co/MEZdeO5kpe"
984613963567640576,@CNN Why is tap water so questionable for anyone in this country with the amount of money we have as a nation. I li‚Ä¶ https://t.co/bMRc9Wc5YX
984613873226518528,"Brain-damaging lead found in tap water in hundreds of homes tested across Chicago, results show https://t.co/M7mR8l5PVy"
984613748055912448,"Brain-damaging lead found in tap water in hundreds of homes tested across Chicago, results show https://t.co/O0MFE4uwCh"
984613454937026560,"Alex Jones got me to filter my tap water. 

Paul Watson convinced me to stay a mile away from Soy.

Now this. https://t.co/HkQYVo68bn"
984613054577917952,"WATER FISH HOUR 
TAP IF YOU ARE LOST AT SEA"
984613008490967040,"Brain-damaging lead found in tap water in hundreds of homes tested across Chicago, results show https://t.co/pmRTLRT283"
984612910784794624,"Lead found in hundreds of Chicago homes' tap water, report says https://t.co/th1ZLjvniX"
984612835706667009,"Pre-Calc exists, we are about to go to war with Syria, faggots like @lindzamer, host of the Queer Kids Stuff YouTub‚Ä¶ https://t.co/0ua6PX78jX"
984612703422631936,"Brain-damaging lead found in tap water in hundreds of homes tested across Chicago, results show https://t.co/LD5aeelzyY"
984612537403572224,"Toxic lead was found in hundreds of Chicago homes' tap water within the past two years, according to a Chicago Trib‚Ä¶ https://t.co/L61eak7yUP"
984612298449981440,"Brain-damaging lead found in tap water in hundreds of homes tested across Chicago, results show https://t.co/YEdyNFzbma"
984612213699719168,"Lead found in hundreds of Chicago homes' tap water, report says https://t.co/d4P6c1uM1O #health"
984612129717268480,"Lead found in hundreds of Chicago homes' tap water, report¬†says https://t.co/rQXbnPiuW3 https://t.co/K7oUH90LDw"
984611824346771456,Is water the 'secret' to New York bagels? New company aims to recreate the city's tap nationwide https://t.co/eKCA2RSbuD
984610709471481861,"Brain-damaging lead found in tap water in hundreds of homes tested across Chicago, results show https://t.co/qjmRS8KjTo"
984610494668525568,@nowthisnews Make that POS drink only tap water.
984610228074438656,Kempsey tap water worth bottling | photos https://t.co/YpuwGD0tjZ
984610000004878336,"Brain-damaging lead found in tap water in hundreds of homes tested across Chicago, results show https://t.co/TtD7MZi3Br"
984609863065133057,"Brain-damaging lead found in tap water in hundreds of homes tested across Chicago, results show https://t.co/bQj2EcYiJA"
984609375787429888,Water restored #SouthLaunceston - Please run your tap until water is clear to remove sediment &amp; cloudiness
984608465384435712,"Brain-damaging lead found in tap water in hundreds of homes tested across Chicago, results show https://t.co/KrvsxF2iSP"
984608207145496576,"Brain-damaging lead found in tap water in hundreds of homes tested across Chicago, results show THE MAYOR WILL GET‚Ä¶ https://t.co/rfEQ7sKmO2"
984608046470062080,"Brain-damaging lead found in tap water in hundreds of homes tested across Chicago, results show https://t.co/NWbraD3GiX"
984607512505667585,"Lead found in hundreds of Chicago homes' tap water, report says: An analysis from the Chicago Tribune finds that le‚Ä¶ https://t.co/PoZU2w7oDV"
984607484957650944,"Lead found in hundreds of Chicago homes' tap water, report says https://t.co/VDIJobPzAz"
984607190064349185,RT @mdefined: Lead in school's drinking water has become a real worry across the nation but we have to agree that bottled water is not the‚Ä¶
984606107296350209,"Refill and reuse those Kangen bottles! Upgrade your tap water with a new Kangen machine Ì†æÌ¥ì
Message me to start your‚Ä¶ https://t.co/kvBvqBFps3"
984605496559751168,Oh and the source of some popular bottled water brands is......good clean safe tap water. https://t.co/P09hejj3wK
984604562534301696,"Brain-damaging lead found in tap water in hundreds of homes tested across Chicago, results show https://t.co/Jg5jl2GlI0"
984604230412517377,"RT @bossbomin: 1. When the tea just turns out to be stale tap water.
2. When the tea is aight.
3. When the tea is PIPING HOT quality conten‚Ä¶"
984604132022673408,RT @YouPlumbing: Having leaking tap and toilet issues? You Plumbing can fix that in a wink of an eye. Call us or visit us at https://t.co/h‚Ä¶
984603535227617280,"Brain-damaging lead found in tap water in hundreds of homes tested across Chicago, results show https://t.co/EB5Rm2jO41"
984603353736011777,Having leaking tap and toilet issues? You Plumbing can fix that in a wink of an eye. Call us or visit us at‚Ä¶ https://t.co/NSavrjeK5l
984603186060132352,"1. When the tea just turns out to be stale tap water.
2. When the tea is aight.
3. When the tea is PIPING HOT quali‚Ä¶ https://t.co/2JKdWATkI8"
984603154217164800,@BrandonTozzo @cinn48 @spaikin @RyersonU @MikeSchreiner @AndreaHorwath @VicFedeliMPP @OntarioPCParty @OntarioNDP‚Ä¶ https://t.co/bwDtZT7cWS
984603006434918400,@Chanchohh Might as well drink tap water Ì†æÌ¥¢
984602976445784064,"""[L]ead was found in water drawn from nearly 70 percent of the 2,797 homes tested during the past two years. Tap wa‚Ä¶ https://t.co/iixlNUqHwg"
984602939980439554,"tastiest tap water i've ever had was in Rhode Island 

respond with ur favorite tap waters"
984602924109189120,"Brain-damaging lead found in tap water in hundreds of homes tested across Chicago, results show https://t.co/qEeivkw7gt"
984602887140585472,Today i decided it was time for me to start drinking tap water in Colombia
984602135299002368,@_JPerkins_ run a couple brews without a K Cup to clean it. May want to try bottle water instead of tap. Also could‚Ä¶ https://t.co/lFNJLccyi2
984601991027490816,"Brain-damaging lead found in tap water in hundreds of homes tested across Chicago, results show. https://t.co/ynEBuUsf4l"
984601452424433665,"Brain-damaging lead found in tap water in hundreds of homes tested across Chicago, results show https://t.co/tbobTSLozl"
984601382459199488,"Brain-damaging lead found in tap water in hundreds of homes tested across Chicago, results show https://t.co/XIbKUakZFo"
984601371381923840,RT @RKAdventures: NBA star #StephCurry has an important message about the drinking water in our schools! LEARN MORE HERE&gt;&gt;https://t.co/yeYd‚Ä¶
984601029277872128,"@PhiladelphiaGov 2 step process. First shift people from unhealthy sugary beverages to water, than teach them bout‚Ä¶ https://t.co/0CjrWYs2p1"
984600027250266115,"Brain-damaging lead found in tap water in hundreds of homes tested across Chicago, results show https://t.co/mgCdJdAtHa"
984599871297486849,I don't trust people who like Fiji water ¸æôÜîº¸æåÜÑº¸æôñàº¸æôÜîº¸æçÜàº¸æå¶Ñº¸æôÜîº¸æåÜÑº¸æôÜàº¸æôÜîº¸æéÜàº¸æå£†º shit is literally bottled tap water
984599706780225537,RT @GlobalCitiesOrg: A7: Students can raise awareness about water issues and share simple solutions in their schools and communities. #Glob‚Ä¶
984599650119270405,Water restored #EastRisdon - Please run your tap until water is clear to remove sediment &amp; cloudiness
984599488630321152,Nothing in the world beats Garbally tap (from the well) water. At the moment it's the only water I can drink. Just‚Ä¶ https://t.co/HEfD33QU9y
984599058760306688,"RT @bridgetanne10: AQ friends! I'm in a class called Women&amp;the Environment this semester, and for our final project a few classmates and I‚Ä¶"
984599056730279937,4/ Chicago residents interested in having their tap water tested for lead can order a free testing kit from the cit‚Ä¶ https://t.co/MUv6BxnyYr
984598856636739587,"RT @davemckinney: Brain-damaging lead found in tap water in hundreds of homes tested across Chicago, results show https://t.co/RZzD4bObp5"
